ncessch,school_name,latitude,longitude,enrollment,teachers_fte,school_level,school_type,student_teacher_ratio,norm_enrollment,norm_student_teacher_ratio,total_athletes,norm_total_athletes,city_location,lea_name,is_magnet,ap_count,stem_score,arts_participants,world_lang,norm_ap_count,norm_arts,norm_world_lang
060002009280,Village High,37.6558,-121.8749,102.0,10.0,3,4,10.2,0.006749081189442,0.0243611584327086,-4.0,0.0,Pleasanton,Pleasanton Unified,0,0,0.02,152,31,0.0,0.2406779661016949,0.007627952755905512
060002009282,Amador Valley High,37.6684,-121.8751,2699.0,110.0,3,1,24.536363636363635,0.1802873371199465,0.0609958184915595,1198.0,0.5147751605995717,Pleasanton,Pleasanton Unified,0,0,0.041,43,1001,0.0,0.055932203389830515,0.24630905511811024
060002009283,Donlon Elementary,37.6843,-121.908,763.0,29.0,1,1,26.310344827586206,0.0509188105579686,0.0655289901897432,-4.0,0.0,Pleasanton,Pleasanton Unified,0,0,0.0763,73,42,0.0,0.10677966101694915,0.010334645669291338
060002009284,Lydiksen Elementary,37.6807,-121.9206,616.0,27.0,1,1,22.814814814814813,0.0410958904109589,0.0565966307022525,-4.0,0.0,Pleasanton,Pleasanton Unified,0,0,0.0951,28,162,0.0,0.030508474576271188,0.03986220472440945
060002009285,Alisal Elementary,37.6719,-121.8708,527.0,25.0,1,1,21.08,0.0351486802539258,0.0521635434412265,-4.0,0.0,Pleasanton,Pleasanton Unified,0,0,0.2065,202,148,0.0,0.3254237288135593,0.03641732283464567
060002009286,Fairlands Elementary,37.6924,-121.874,764.0,29.0,1,1,26.344827586206897,0.0509856331440026,0.0656171062679903,-4.0,0.0,Pleasanton,Pleasanton Unified,1,0,0.4116,406,261,0.0,0.6711864406779662,0.06422244094488189
060002009287,Valley View Elementary,37.6603,-121.8622,589.0,30.0,1,1,19.633333333333333,0.0392916805880387,0.0484667802385008,-4.0,0.0,Pleasanton,Pleasanton Unified,0,0,0.2005,269,226,0.0,0.4389830508474576,0.05561023622047244
060002009288,Walnut Grove Elementary,37.6732,-121.8855,669.0,27.0,1,1,24.77777777777778,0.0446374874707651,0.0616127200454287,-4.0,0.0,Pleasanton,Pleasanton Unified,0,0,0.2006,130,60,0.0,0.20338983050847456,0.014763779527559055
060002009289,Harvest Park Middle,37.6756,-121.8827,1127.0,47.0,2,1,23.97872340425532,0.0752422318743735,0.0595708434521004,-4.0,0.0,Pleasanton,Pleasanton Unified,0,0,0.1971,31,373,0.0,0.035593220338983045,0.09178149606299213
060002009290,Vintage Hills Elementary,37.6555,-121.8554,584.0,23.0,1,1,25.39130434782609,0.0389575676578683,0.0631805051477668,-4.0,0.0,Pleasanton,Pleasanton Unified,0,0,0.0334,140,203,0.0,0.22033898305084745,0.049950787401574805
060002009682,Pleasanton Middle,37.6547,-121.8839,1042.0,52.0,2,1,20.03846153846154,0.0695623120614767,0.0495020311885729,-4.0,0.0,Pleasanton,Pleasanton Unified,0,0,0.133,241,231,0.0,0.39152542372881355,0.05684055118110236
060002109291,Sunol Glen Elementary,37.593889,-121.885035,262.0,12.0,1,1,21.83333333333333,0.0174406949548947,0.0540885860306643,-4.0,0.0,Sunol,Sunol Glen Unified,0,0,0.1126,32,13,0.0,0.037288135593220334,0.0031988188976377952
060002200374,Mendota Continuation High,36.754982,-120.390303,33.0,2.0,3,4,16.5,0.0021383227530905,0.0404599659284497,-4.0,0.0,Mendota,Mendota Unified,0,0,0.1153,263,11,0.0,0.42881355932203385,0.0027066929133858267
060002200395,Mendota High,36.748115,-120.378616,1006.0,44.0,3,1,22.863636363636363,0.0671566989642499,0.0567213876413195,322.0,0.1396145610278372,Mendota,Mendota Unified,0,0,0.1449,149,202,0.0,0.23559322033898306,0.04970472440944882
060002207970,Mendota Community Day,36.754982,-120.390303,2.0,1.0,3,4,2.0,6.682258603407952e-05,0.0034071550255536,-4.0,0.0,Mendota,Mendota Unified,0,0,0.2103,129,0,0.0,0.20169491525423727,0.0
060002209292,McCabe Elementary,36.759553,-120.387228,960.0,37.0,1,1,25.945945945945947,0.0640828600066822,0.0645978175790782,-4.0,0.0,Mendota,Mendota Unified,0,0,0.0203,217,65,0.0,0.3508474576271186,0.015994094488188976
060002209293,Mendota Junior High,36.748064,-120.382764,560.0,25.0,2,1,22.4,0.0373538255930504,0.0555366269165247,-4.0,0.0,Mendota,Mendota Unified,0,0,0.0451,135,91,0.0,0.211864406779661,0.022391732283464565
060002209294,Washington Elementary,36.755285,-120.383232,385.0,20.0,1,1,19.25,0.0256598730370865,0.0474872231686541,-4.0,0.0,Mendota,Mendota Unified,0,0,0.1003,202,64,0.0,0.3254237288135593,0.015748031496062992
060002213773,Mendota Elementary,36.766354,-120.381563,857.0,33.0,1,1,25.96969696969697,0.057200133645172,0.0646585101440297,-4.0,0.0,Mendota,Mendota Unified,0,0,0.0126,25,237,0.0,0.02542372881355932,0.05831692913385827
060002503570,Aurelia Pennekamp Elementary,33.8788,-118.389,452.0,20.0,1,1,22.6,0.0301369863013698,0.0560477001703577,-4.0,0.0,Manhattan Beach,Manhattan Beach Unified,0,0,0.1141,173,180,0.0,0.27627118644067794,0.04429133858267716
060002503573,Grand View Elementary,33.8944,-118.4126,498.0,22.0,1,1,22.63636363636364,0.0332108252589375,0.0561406225801455,-4.0,0.0,Manhattan Beach,Manhattan Beach Unified,0,0,0.0245,252,152,0.0,0.4101694915254237,0.03740157480314961
060002503575,Meadows Avenue Elementary,33.8889,-118.3911,397.0,17.0,1,1,23.352941176470587,0.0264617440694954,0.0579717406553762,-4.0,0.0,Manhattan Beach,Manhattan Beach Unified,0,0,0.1418,54,24,0.0,0.07457627118644068,0.005905511811023622
060002503576,Pacific Elementary,33.8895,-118.4028,518.0,22.0,1,1,23.545454545454547,0.0345472769796191,0.0584636828248412,-4.0,0.0,Manhattan Beach,Manhattan Beach Unified,1,0,0.4433,53,51,0.0,0.07288135593220339,0.012549212598425197
060002505922,Opal Robinson Elementary,33.8779,-118.4043,261.0,12.0,1,1,21.75,0.0173738723688606,0.0538756388415673,-4.0,0.0,Manhattan Beach,Manhattan Beach Unified,0,0,0.1708,112,29,0.0,0.17288135593220338,0.007135826771653543
060002506328,Mira Costa High,33.8747,-118.3894,2448.0,98.0,3,1,24.97959183673469,0.1635148680253925,0.0621284288843305,1372.0,0.5892933618843683,Manhattan Beach,Manhattan Beach Unified,0,0,0.0181,271,501,0.0,0.44237288135593217,0.12327755905511811
060002507535,Manhattan Beach Middle,33.8896,-118.3837,1249.0,55.0,2,1,22.70909090909091,0.0833945873705312,0.0563264673997212,-4.0,0.0,Manhattan Beach,Manhattan Beach Unified,0,0,0.1086,189,84,0.0,0.30338983050847457,0.020669291338582675
060002604544,Frazier Mountain High,34.799712,-118.891466,254.0,12.0,3,1,21.166666666666668,0.0169061142666221,0.0523850085178875,131.0,0.0578158458244111,Lebec,El Tejon Unified,0,0,0.0248,130,55,0.0,0.20338983050847456,0.013533464566929134
060002609485,El Tejon Elementary,34.873258,-118.887523,186.0,9.0,2,1,20.666666666666668,0.0123621784163047,0.0511073253833049,-4.0,0.0,Lebec,El Tejon Unified,0,0,0.0556,96,61,0.0,0.14576271186440676,0.015009842519685039
060002609486,Frazier Park Elementary,34.822548,-118.939602,244.0,12.0,1,1,20.33333333333333,0.0162378884062813,0.0502555366269165,-4.0,0.0,Frazier Park,El Tejon Unified,0,0,0.1991,195,51,0.0,0.3135593220338983,0.012549212598425197
060002702451,Tuscany Hills Elementary,33.6862,-117.289,636.0,30.0,1,1,21.2,0.0424323421316404,0.0524701873935264,-4.0,0.0,Lake Elsinore,Lake Elsinore Unified,0,0,0.1094,297,115,0.0,0.48644067796610163,0.028297244094488187
060002702452,Donald Graham Elementary,33.6059,-117.257,446.0,23.0,1,1,19.39130434782609,0.0297360507851653,0.0478483075327753,-4.0,0.0,Wildomar,Lake Elsinore Unified,0,0,0.195,125,126,0.0,0.19491525423728812,0.031003937007874016
060002705011,David A. Brown Middle,33.5916,-117.2762,1005.0,42.0,2,1,23.928571428571427,0.0670898763782158,0.0594426867851058,-4.0,0.0,Wildomar,Lake Elsinore Unified,0,0,0.1448,113,338,0.0,0.17457627118644067,0.08316929133858268
060002707605,William Collier Elementary,33.6166,-117.301,693.0,30.0,1,1,23.1,0.046241229535583,0.0573253833049403,-4.0,0.0,Wildomar,Lake Elsinore Unified,0,0,0.1629,261,180,0.0,0.4254237288135593,0.04429133858267716
060002709488,Ortega High,33.6817,-117.336,455.0,26.0,3,4,17.5,0.0303374540594721,0.043015332197615,-4.0,0.0,Lake Elsinore,Lake Elsinore Unified,0,0,0.1545,57,141,0.0,0.07966101694915255,0.03469488188976378
060002709489,Elsinore High,33.6241,-117.2788,2105.0,89.0,3,1,23.651685393258425,0.1405947210157033,0.0587351415500641,839.0,0.3610278372591006,Wildomar,Lake Elsinore Unified,0,0,0.0277,21,715,0.0,0.01864406779661017,0.17593503937007873
060002709490,Elsinore Elementary,33.6724,-117.3323,494.0,25.0,1,1,19.76,0.0329435349148012,0.0487904599659284,-4.0,0.0,Lake Elsinore,Lake Elsinore Unified,0,0,0.0617,71,87,0.0,0.10338983050847457,0.02140748031496063
060002709491,Machado Elementary,33.6835,-117.3759,583.0,27.0,1,1,21.59259259259259,0.0388907450718342,0.0534734052621616,-4.0,0.0,Lake Elsinore,Lake Elsinore Unified,0,0,0.1006,81,187,0.0,0.12033898305084746,0.04601377952755906
060002709492,Wildomar Elementary,33.603,-117.2723,570.0,14.0,1,1,40.71428571428572,0.0380220514533912,0.1023363348746653,-4.0,0.0,Wildomar,Lake Elsinore Unified,0,0,0.0806,182,158,0.0,0.2915254237288135,0.03887795275590551
060002709493,Elsinore Middle,33.6727,-117.3403,919.0,40.0,2,1,22.975,0.061343133979285,0.0570059625212947,-4.0,0.0,Lake Elsinore,Lake Elsinore Unified,0,0,0.0546,82,328,0.0,0.12203389830508475,0.08070866141732283
060002709496,Terra Cotta Middle,33.694,-117.3928,1057.0,44.0,2,1,24.02272727272728,0.0705646508519879,0.0596832894533065,-4.0,0.0,Lake Elsinore,Lake Elsinore Unified,0,0,0.0958,246,83,0.0,0.39999999999999997,0.02042322834645669
060002709497,Railroad Canyon Elementary,33.6644,-117.3092,784.0,38.0,1,1,20.63157894736842,0.0523220848646842,0.0510176634089482,-4.0,0.0,Lake Elsinore,Lake Elsinore Unified,0,0,0.1437,77,158,0.0,0.1135593220338983,0.03887795275590551
060002709498,Withrow Elementary,33.6832,-117.3956,649.0,28.0,1,1,23.178571428571427,0.0433010357500835,0.0575261620832319,-4.0,0.0,Lake Elsinore,Lake Elsinore Unified,0,0,0.066,80,240,0.0,0.11864406779661017,0.05905511811023622
060002710280,Temescal Canyon High,33.7033,-117.3479,2161.0,91.0,3,1,23.747252747252748,0.1443367858336117,0.0589793511428945,850.0,0.3657387580299786,Lake Elsinore,Lake Elsinore Unified,1,0,0.4292,277,334,0.0,0.4525423728813559,0.08218503937007873
060002710281,Luiseno,33.725,-117.4245,822.0,38.0,1,1,21.63157894736842,0.0548613431339792,0.0535730296781135,-4.0,0.0,Corona,Lake Elsinore Unified,0,0,0.1639,177,62,0.0,0.2830508474576271,0.015255905511811024
060002710352,Rice Canyon Elementary,33.6979,-117.4015,607.0,32.0,1,1,18.96875,0.0404944871366521,0.0467685264054514,-4.0,0.0,Lake Elsinore,Lake Elsinore Unified,0,0,0.0455,224,213,0.0,0.36271186440677966,0.05241141732283464
060002710587,Cottonwood Canyon Elementary,33.6582,-117.2567,782.0,35.0,1,1,22.34285714285714,0.0521884396926161,0.0553906059868581,-4.0,0.0,Lake Elsinore,Lake Elsinore Unified,0,0,0.148,262,230,0.0,0.4271186440677966,0.056594488188976375
060002710588,Canyon Lake Middle,33.6594,-117.2537,934.0,40.0,2,1,23.35,0.0623454727697961,0.0579642248722316,-4.0,0.0,Lake Elsinore,Lake Elsinore Unified,0,0,0.2086,45,252,0.0,0.05932203389830508,0.06200787401574803
060002711036,Lakeside High,33.6693,-117.3827,1761.0,77.0,3,1,22.87012987012987,0.1176077514199799,0.0567379809287816,593.0,0.2556745182012848,Lake Elsinore,Lake Elsinore Unified,0,0,0.1708,235,325,0.0,0.3813559322033898,0.07997047244094488
060002711037,Ronald Reagan Elementary,33.606,-117.242,560.0,25.0,1,1,22.4,0.0373538255930504,0.0555366269165247,-4.0,0.0,Wildomar,Lake Elsinore Unified,0,0,0.1229,224,78,0.0,0.36271186440677966,0.019192913385826772
060002712001,Earl Warren Elementary,33.6961,-117.3173,827.0,35.0,1,1,23.62857142857143,0.0551954560641496,0.0586760769043563,-4.0,0.0,Lake Elsinore,Lake Elsinore Unified,0,0,0.1622,197,289,0.0,0.3169491525423729,0.07111220472440945
060002712094,Keith McCarthy Academy,33.682637,-117.335312,608.0,16.0,3,4,38.0,0.0405613097226862,0.0954003407155025,-4.0,0.0,Lake Elsinore,Lake Elsinore Unified,0,0,0.4047,371,159,0.0,0.611864406779661,0.039124015748031496
060002712772,Lakeland Village,33.6278,-117.3249,842.0,43.0,1,1,19.58139534883721,0.0561977948546608,0.048334059664831,-4.0,0.0,Lake Elsinore,Lake Elsinore Unified,0,0,0.1162,152,206,0.0,0.2406779661016949,0.050688976377952756
060002714467,Alberhill Elementary,33.709375,-117.381866,378.0,19.0,1,1,19.894736842105264,0.0251921149348479,0.049134761947458,0.0,0.001713062098501,Lake Elsinore,Lake Elsinore Unified,0,0,0.0643,264,22,0.0,0.43050847457627117,0.0054133858267716535
060002803647,Vail Ranch Middle,33.4818,-117.0772,834.0,36.0,2,1,23.166666666666668,0.0556632141663882,0.057495741056218,-4.0,0.0,Temecula,Temecula Valley Unified,1,0,0.275,175,293,0.0,0.2796610169491525,0.07209645669291338
060002805012,Paloma Elementary,33.5006,-117.1055,496.0,20.0,1,1,24.8,0.0330771800868693,0.0616695059625213,-4.0,0.0,Temecula,Temecula Valley Unified,0,0,0.2043,109,57,0.0,0.16779661016949152,0.014025590551181102
060002806276,Pauba Valley Elementary,33.4722,-117.0807,539.0,22.0,1,1,24.5,0.0359505512863347,0.0609028960817717,-4.0,0.0,Temecula,Temecula Valley Unified,1,0,0.3342,152,122,0.0,0.2406779661016949,0.030019685039370077
060002807222,Chaparral High,33.5384,-117.1475,2973.0,107.0,3,1,27.785046728971963,0.1985967256932843,0.0692973936856183,998.0,0.4291220556745182,Temecula,Temecula Valley Unified,1,0,0.3049,308,1022,0.0,0.5050847457627119,0.2514763779527559
060002807223,Vintage Hills Elementary,33.5084,-117.0994,518.0,21.0,1,1,24.666666666666668,0.0345472769796191,0.0613287904599659,-4.0,0.0,Temecula,Temecula Valley Unified,1,0,0.4161,368,86,0.0,0.6067796610169491,0.021161417322834646
060002808270,Helen Hunt Jackson Elementary,33.4601,-117.0909,416.0,16.0,1,1,26.0,0.027731373204143,0.0647359454855196,-4.0,0.0,Temecula,Temecula Valley Unified,0,0,0.0353,218,123,0.0,0.3525423728813559,0.03026574803149606
060002808271,Abby Reinke Elementary,33.492,-117.0873,614.0,25.0,1,1,24.56,0.0409622452388907,0.0610562180579216,-4.0,0.0,Temecula,Temecula Valley Unified,0,0,0.1065,74,49,0.0,0.10847457627118644,0.012057086614173228
060002808272,James L. Day Middle,33.5274,-117.1452,919.0,39.0,2,1,23.56410256410257,0.061343133979285,0.0585113353426811,-4.0,0.0,Temecula,Temecula Valley Unified,0,0,0.0785,238,106,0.0,0.38644067796610165,0.02608267716535433
060002809499,Temecula Valley High,33.5022,-117.1181,2925.0,107.0,3,1,27.33644859813084,0.1953892415636485,0.0681510611536563,827.0,0.3558886509635974,Temecula,Temecula Valley Unified,0,0,0.1615,179,238,0.0,0.2864406779661017,0.05856299212598425
060002809500,Rancho Vista High,33.4877,-117.1041,202.0,15.0,3,4,13.466666666666669,0.0134313397928499,0.0327086882453151,-4.0,0.0,Temecula,Temecula Valley Unified,0,0,0.1363,257,73,0.0,0.4186440677966101,0.01796259842519685
060002809501,Temecula Middle,33.5033,-117.0967,974.0,39.0,2,1,24.97435897435897,0.0650183762111593,0.0621150570043244,-4.0,0.0,Temecula,Temecula Valley Unified,0,0,0.1804,27,216,0.0,0.0288135593220339,0.0531496062992126
060002809502,Vail Elementary,33.5031,-117.1364,483.0,22.0,1,1,21.954545454545453,0.0322084864684263,0.0543983273966238,-4.0,0.0,Temecula,Temecula Valley Unified,1,0,0.3998,42,184,0.0,0.054237288135593226,0.045275590551181105
060002809503,Rancho Elementary,33.5266,-117.1133,429.0,16.0,1,1,26.8125,0.028600066822586,0.0668121805792163,-4.0,0.0,Temecula,Temecula Valley Unified,0,0,0.19,111,52,0.0,0.1711864406779661,0.012795275590551181
060002809505,Margarita Middle,33.5168,-117.1286,779.0,36.0,2,1,21.63888888888889,0.0519879719345138,0.0535917092561044,-4.0,0.0,Temecula,Temecula Valley Unified,0,0,0.1286,187,137,0.0,0.3,0.033710629921259845
060002809506,Temecula Elementary,33.5107,-117.1417,528.0,22.0,1,1,24.0,0.0352155028399599,0.0596252129471891,-4.0,0.0,Temecula,Temecula Valley Unified,0,0,0.1655,81,37,0.0,0.12033898305084746,0.009104330708661417
060002809684,Nicolas Valley Elementary,33.546466,-117.125722,705.0,25.0,1,1,28.2,0.0470431005679919,0.0703577512776831,-4.0,0.0,Temecula,Temecula Valley Unified,0,0,0.0283,169,237,0.0,0.2694915254237288,0.05831692913385827
060002810282,Red Hawk Elementary,33.4687,-117.0993,520.0,22.0,1,1,23.63636363636364,0.0346809221516872,0.0586959888493108,-4.0,0.0,Temecula,Temecula Valley Unified,0,0,0.1406,27,102,0.0,0.0288135593220339,0.025098425196850394
060002810353,Ysabel Barnett Elementary,33.5407,-117.1534,727.0,31.0,1,1,23.451612903225808,0.0485131974607417,0.0582238830576468,-4.0,0.0,Temecula,Temecula Valley Unified,0,0,0.1506,274,117,0.0,0.44745762711864406,0.02878937007874016
060002810589,Susan H. Nelson,33.4877,-117.1041,338.0,10.0,3,4,33.8,0.0225192114934847,0.0846678023850085,-4.0,0.0,Temecula,Temecula Valley Unified,0,0,0.1448,144,79,0.0,0.22711864406779658,0.019438976377952756
060002811038,Great Oak High,33.4527,-117.0922,3082.0,115.0,3,1,26.8,0.205880387570999,0.0667802385008518,1011.0,0.4346895074946467,Temecula,Temecula Valley Unified,0,0,0.1418,232,275,0.0,0.3762711864406779,0.06766732283464567
060002811039,Alamos Elementary,33.5635,-117.1106,852.0,34.0,1,1,25.058823529411764,0.0568660207150016,0.0623308948792464,-4.0,0.0,Murrieta,Temecula Valley Unified,0,0,0.0423,42,56,0.0,0.054237288135593226,0.013779527559055118
060002811040,Bella Vista Middle,33.5623,-117.1053,1365.0,51.0,2,1,26.764705882352946,0.0911460073504844,0.0666900491031165,-4.0,0.0,Murrieta,Temecula Valley Unified,0,0,0.0229,240,506,0.0,0.38983050847457623,0.12450787401574803
060002811041,Crowne Hill Elementary,33.4972,-117.0754,495.0,23.0,1,1,21.52173913043478,0.0330103575008352,0.05329234871491,-4.0,0.0,Temecula,Temecula Valley Unified,0,0,0.1299,38,59,0.0,0.04745762711864407,0.014517716535433071
060002811042,Susan La Vorgna Elementary,33.6048,-117.1042,809.0,30.0,1,1,26.966666666666665,0.0539926495155362,0.067206132879046,-4.0,0.0,Winchester,Temecula Valley Unified,0,0,0.0254,271,311,0.0,0.44237288135593217,0.0765255905511811
060002811043,Tony Tobin Elementary,33.4695,-117.0682,734.0,30.0,1,1,24.466666666666665,0.0489809555629802,0.0608177172061328,-4.0,0.0,Temecula,Temecula Valley Unified,0,0,0.159,179,121,0.0,0.2864406779661017,0.029773622047244094
060002811170,French Valley Elementary,33.5888,-117.0958,870.0,35.0,1,1,24.857142857142858,0.0580688272636151,0.0618155268921878,-4.0,0.0,Winchester,Temecula Valley Unified,0,0,0.0125,221,312,0.0,0.35762711864406777,0.07677165354330709
060002811187,Erle Stanley Gardner Middle,33.4695,-117.1096,1042.0,43.0,2,1,24.232558139534884,0.0695623120614767,0.0602194841725763,-4.0,0.0,Temecula,Temecula Valley Unified,0,0,0.1093,70,160,0.0,0.1016949152542373,0.03937007874015748
060002811838,Temecula Luiseno Elementary,33.464,-117.1077,757.0,30.0,1,1,25.23333333333333,0.0505178750417641,0.0627768313458262,-4.0,0.0,Temecula,Temecula Valley Unified,0,0,0.0935,139,180,0.0,0.21864406779661016,0.04429133858267716
060002814529,Home INstead INnovation Academy,33.606647,-117.084609,620.0,23.0,1,4,26.95652173913044,0.0413631807550952,0.0671802088734167,0.0,0.001713062098501,Winchester Ca,Temecula Valley Unified,0,0,0.3817,110,101,0.0,0.1694915254237288,0.02485236220472441
060002903649,Thompson Middle,33.562608,-117.233824,1533.0,60.0,2,1,25.55,0.1023722018042098,0.0635860306643952,-4.0,0.0,Murrieta,Murrieta Valley Unified,0,0,0.0858,116,478,0.0,0.1796610169491525,0.11761811023622047
060002906282,Tovashal Elementary,33.593448,-117.201574,713.0,30.0,1,1,23.766666666666666,0.0475776812562646,0.0590289608177172,-4.0,0.0,Murrieta,Murrieta Valley Unified,0,0,0.1636,132,263,0.0,0.20677966101694914,0.06471456692913385
060002908565,Cole Canyon Elementary,33.574915,-117.247079,1033.0,39.0,1,1,26.487179487179485,0.06896090878717,0.0659808675140872,-4.0,0.0,Murrieta,Murrieta Valley Unified,0,0,0.1846,167,302,0.0,0.2661016949152542,0.07431102362204724
060002909507,Murrieta Elementary,33.5569,-117.213,912.0,33.0,1,1,27.63636363636364,0.0608753758770464,0.0689174539259718,-4.0,0.0,Murrieta,Murrieta Valley Unified,0,0,0.1877,47,258,0.0,0.06271186440677966,0.06348425196850394
060002909508,Avaxat Elementary,33.5852,-117.1893,705.0,34.0,1,1,20.73529411764705,0.0470431005679919,0.051282693656679,-4.0,0.0,Murrieta,Murrieta Valley Unified,0,0,0.0621,153,140,0.0,0.2423728813559322,0.0344488188976378
060002909509,Alta Murrieta Elementary,33.5668,-117.1689,814.0,35.0,1,1,23.257142857142856,0.0543267624457066,0.0577269408615234,-4.0,0.0,Murrieta,Murrieta Valley Unified,0,0,0.0593,298,195,0.0,0.488135593220339,0.04798228346456693
060002909510,E. Hale Curran Elementary,33.5799,-117.2149,615.0,25.0,1,1,24.6,0.0410290678249248,0.0611584327086882,-4.0,0.0,Murrieta,Murrieta Valley Unified,0,0,0.2105,259,76,0.0,0.4220338983050847,0.018700787401574805
